datadate,농산물 부류명,등급코드,등급명,조사단위(kg),시도별 구분,지역명,시장코드,시장명,가격(원)
20170226,채소류,4.0,상품,10개,2401.0,광주,240401.0,A-유통,13300.0
20170226,채소류,4.0,상품,10개,2401.0,광주,240403.0,C-유통,12400.0
20170226,채소류,4.0,상품,10개,2501.0,대전,250401.0,C-유통,12400.0
20170226,채소류,4.0,상품,10개,2501.0,대전,250402.0,E-유통,12450.0
20170226,채소류,4.0,상품,10개,2701.0,세종,270101.0,C-유통,12400.0
20170226,채소류,4.0,상품,10개,3111.0,수원,310402.0,B-유통,12500.0
20170226,채소류,4.0,상품,10개,3113.0,의정부,312401.0,A-유통,13300.0
20170226,채소류,4.0,상품,10개,3211.0,춘천,320401.0,E-유통,12450.0
20170226,채소류,4.0,상품,10개,3214.0,강릉,321411.0,A-유통,13300.0
20170226,채소류,4.0,상품,10개,3311.0,청주,330401.0,B-유통,13270.0
20170226,채소류,4.0,상품,10개,3511.0,전주,350001.0,남부,9000.0
20170226,채소류,4.0,상품,10개,3511.0,전주,350401.0,C-유통,12400.0
20170226,채소류,4.0,상품,10개,3613.0,순천,360401.0,A-유통,13300.0
20170226,채소류,4.0,상품,10개,3613.0,순천,360402.0,역전,9330.0
20170226,채소류,4.0,상품,10개,3911.0,제주,390401.0,C-유통,12400.0
20170227,,,,,,,,,
20170228,,,,,,,,,
20170301,,,,,,,,,
20170302,채소류,4.0,상품,10개,1101.0,서울,110402.0,A-유통,9980.0
20170302,채소류,4.0,상품,10개,1101.0,서울,110403.0,C-유통,11200.0
20170302,채소류,4.0,상품,10개,2100.0,부산,210022.0,부전,9000.0
20170302,채소류,4.0,상품,10개,2100.0,부산,210401.0,A-유통,9980.0
20170302,채소류,4.0,상품,10개,2100.0,부산,210402.0,D-유통,9800.0
20170302,채소류,4.0,상품,10개,2200.0,대구,220024.0,칠성,12000.0
20170302,채소류,4.0,상품,10개,2200.0,대구,220401.0,C-유통,11200.0
20170302,채소류,4.0,상품,10개,2200.0,대구,220403.0,A-유통,9980.0
20170302,채소류,4.0,상품,10개,2401.0,광주,240403.0,C-유통,11200.0
20170302,채소류,4.0,상품,10개,2601.0,울산,260001.0,신정,10000.0
20170302,채소류,4.0,상품,10개,2601.0,울산,260401.0,A-유통,13300.0
20170302,채소류,4.0,상품,10개,2701.0,세종,270101.0,C-유통,11200.0
20170302,채소류,4.0,상품,10개,3113.0,의정부,312401.0,A-유통,13300.0
20170302,채소류,4.0,상품,10개,3214.0,강릉,321411.0,A-유통,13300.0
20170302,채소류,4.0,상품,10개,3711.0,포항,370001.0,죽도,9000.0
20170302,채소류,4.0,상품,10개,3711.0,포항,370401.0,E-유통,14800.0
20170302,채소류,4.0,상품,10개,3714.0,안동,372401.0,C-유통,11200.0
20170302,채소류,4.0,상품,10개,3814.0,창원,380001.0,상남,10000.0
20170302,채소류,4.0,상품,10개,3814.0,창원,380402.0,C-유통,11200.0
20170302,채소류,4.0,상품,10개,3911.0,제주,390001.0,동문,14000.0
20170302,채소류,4.0,상품,10개,3911.0,제주,390401.0,C-유통,11200.0
20170302,채소류,4.0,상품,10개,1101.0,서울,110212.0,경동,7330.0
20170302,채소류,4.0,상품,10개,1101.0,서울,110213.0,복조리,7740.0
20170302,채소류,4.0,상품,10개,1101.0,서울,110401.0,E-유통,9930.0
20170302,채소류,4.0,상품,10개,1101.0,서울,110402.0,A-유통,9970.0
20170302,채소류,4.0,상품,10개,1101.0,서울,110403.0,C-유통,7960.0
20170302,채소류,4.0,상품,10개,1101.0,서울,110406.0,B-유통,9950.0
20170302,채소류,4.0,상품,10개,1101.0,서울,110408.0,F-유통,12800.0
20170302,채소류,4.0,상품,10개,2100.0,부산,210022.0,부전,9000.0
20170302,채소류,4.0,상품,10개,2100.0,부산,210401.0,A-유통,7130.0
20170302,채소류,4.0,상품,10개,2100.0,부산,210402.0,D-유통,7800.0
20170302,채소류,4.0,상품,10개,2200.0,대구,220024.0,칠성,7000.0
20170302,채소류,4.0,상품,10개,2200.0,대구,220401.0,C-유통,7960.0
20170302,채소류,4.0,상품,10개,2200.0,대구,220403.0,A-유통,9970.0
20170302,채소류,4.0,상품,10개,2300.0,인천,230036.0,현대,7330.0
20170302,채소류,4.0,상품,10개,2300.0,인천,230401.0,E-유통,9930.0
20170302,채소류,4.0,상품,10개,2401.0,광주,240401.0,A-유통,9970.0
20170302,채소류,4.0,상품,10개,2401.0,광주,240403.0,C-유통,7960.0
20170302,채소류,4.0,상품,10개,2501.0,대전,250112.0,역전,7700.0
20170302,채소류,4.0,상품,10개,2501.0,대전,250401.0,C-유통,9930.0
20170302,채소류,4.0,상품,10개,2501.0,대전,250402.0,E-유통,12800.0
20170302,채소류,4.0,상품,10개,2601.0,울산,260401.0,A-유통,9970.0
20170302,채소류,4.0,상품,10개,2701.0,세종,270101.0,C-유통,7960.0
20170302,채소류,4.0,상품,10개,3111.0,수원,310001.0,지동,7000.0
20170302,채소류,4.0,상품,10개,3111.0,수원,310402.0,B-유통,9930.0
20170302,채소류,4.0,상품,10개,3113.0,의정부,312401.0,A-유통,7130.0
20170302,채소류,4.0,상품,10개,3211.0,춘천,320001.0,중앙,8200.0
20170302,채소류,4.0,상품,10개,3211.0,춘천,320401.0,E-유통,9930.0
20170302,채소류,4.0,상품,10개,3214.0,강릉,321401.0,중앙,9440.0
20170302,채소류,4.0,상품,10개,3214.0,강릉,321411.0,A-유통,9970.0
20170302,채소류,4.0,상품,10개,3311.0,청주,330001.0,육거리,8880.0
20170302,채소류,4.0,상품,10개,3311.0,청주,330401.0,B-유통,5560.0
20170302,채소류,4.0,상품,10개,3511.0,전주,350401.0,C-유통,7960.0
20170302,채소류,4.0,상품,10개,3613.0,순천,360401.0,A-유통,9970.0
20170302,채소류,4.0,상품,10개,3711.0,포항,370001.0,죽도,8330.0
20170302,채소류,4.0,상품,10개,3711.0,포항,370401.0,E-유통,12800.0
20170302,채소류,4.0,상품,10개,3714.0,안동,372401.0,C-유통,7960.0
20170302,채소류,4.0,상품,10개,3814.0,창원,380001.0,상남,9000.0
20170302,채소류,4.0,상품,10개,3814.0,창원,380402.0,C-유통,5800.0
20170302,채소류,4.0,상품,10개,3911.0,제주,390001.0,동문,12600.0
20170302,채소류,4.0,상품,10개,3911.0,제주,390401.0,C-유통,7960.0
20170302,채소류,5.0,중품,10개,1101.0,서울,110212.0,경동,5330.0
20170302,채소류,5.0,중품,10개,1101.0,서울,110213.0,복조리,6660.0
20170302,채소류,5.0,중품,10개,2200.0,대구,220024.0,칠성,6000.0
20170302,채소류,5.0,중품,10개,2300.0,인천,230036.0,현대,5330.0
20170302,채소류,5.0,중품,10개,2501.0,대전,250112.0,역전,6700.0
20170302,채소류,5.0,중품,10개,3111.0,수원,310001.0,지동,5000.0
20170302,채소류,5.0,중품,10개,3211.0,춘천,320001.0,중앙,6000.0
20170302,채소류,5.0,중품,10개,3311.0,청주,330001.0,육거리,6000.0
20170302,채소류,4.0,상품,10개,1101.0,서울,110212.0,경동,12000.0
20170302,채소류,4.0,상품,10개,1101.0,서울,110401.0,E-유통,12450.0
20170302,채소류,4.0,상품,10개,1101.0,서울,110402.0,A-유통,9980.0
20170302,채소류,4.0,상품,10개,1101.0,서울,110403.0,C-유통,12400.0
20170302,채소류,4.0,상품,10개,1101.0,서울,110406.0,B-유통,9930.0
20170302,채소류,4.0,상품,10개,1101.0,서울,110408.0,F-유통,12450.0
20170302,채소류,4.0,상품,10개,2200.0,대구,220401.0,C-유통,11200.0
20170302,채소류,4.0,상품,10개,2300.0,인천,230401.0,E-유통,12450.0
20170302,채소류,4.0,상품,10개,2401.0,광주,240121.0,양동,10000.0
20170302,채소류,4.0,상품,10개,2401.0,광주,240401.0,A-유통,9980.0
20170302,채소류,4.0,상품,10개,2401.0,광주,240403.0,C-유통,12400.0
20170302,채소류,4.0,상품,10개,2501.0,대전,250401.0,C-유통,12400.0
20170302,채소류,4.0,상품,10개,2501.0,대전,250402.0,E-유통,12450.0
20170302,채소류,4.0,상품,10개,2701.0,세종,270101.0,C-유통,12400.0
20170302,채소류,4.0,상품,10개,3111.0,수원,310402.0,B-유통,12500.0
20170302,채소류,4.0,상품,10개,3113.0,의정부,312401.0,A-유통,9980.0
20170302,채소류,4.0,상품,10개,3211.0,춘천,320401.0,E-유통,12450.0
20170302,채소류,4.0,상품,10개,3214.0,강릉,321411.0,A-유통,13300.0
20170302,채소류,4.0,상품,10개,3311.0,청주,330401.0,B-유통,10960.0
20170302,채소류,4.0,상품,10개,3511.0,전주,350001.0,남부,9000.0
20170302,채소류,4.0,상품,10개,3511.0,전주,350401.0,C-유통,12400.0
20170302,채소류,4.0,상품,10개,3613.0,순천,360402.0,역전,10000.0
20170302,채소류,4.0,상품,10개,3911.0,제주,390401.0,C-유통,12400.0
20170303,채소류,4.0,상품,10개,1101.0,서울,110402.0,A-유통,9980.0
20170303,채소류,4.0,상품,10개,1101.0,서울,110403.0,C-유통,11200.0
20170303,채소류,4.0,상품,10개,2100.0,부산,210022.0,부전,8000.0
20170303,채소류,4.0,상품,10개,2100.0,부산,210401.0,A-유통,9980.0
20170303,채소류,4.0,상품,10개,2100.0,부산,210402.0,D-유통,11800.0
20170303,채소류,4.0,상품,10개,2200.0,대구,220024.0,칠성,11600.0
20170303,채소류,4.0,상품,10개,2200.0,대구,220401.0,C-유통,11200.0
20170303,채소류,4.0,상품,10개,2200.0,대구,220403.0,A-유통,9980.0
20170303,채소류,4.0,상품,10개,2401.0,광주,240403.0,C-유통,11200.0
20170303,채소류,4.0,상품,10개,2601.0,울산,260001.0,신정,10000.0
20170303,채소류,4.0,상품,10개,2601.0,울산,260401.0,A-유통,9980.0
20170303,채소류,4.0,상품,10개,2701.0,세종,270101.0,C-유통,11200.0
20170303,채소류,4.0,상품,10개,3113.0,의정부,312401.0,A-유통,13300.0
20170303,채소류,4.0,상품,10개,3214.0,강릉,321411.0,A-유통,13300.0
20170303,채소류,4.0,상품,10개,3711.0,포항,370001.0,죽도,9000.0
20170303,채소류,4.0,상품,10개,3711.0,포항,370401.0,E-유통,14800.0
20170303,채소류,4.0,상품,10개,3714.0,안동,372401.0,C-유통,11200.0
20170303,채소류,4.0,상품,10개,3814.0,창원,380001.0,상남,10000.0
20170303,채소류,4.0,상품,10개,3814.0,창원,380402.0,C-유통,11200.0
20170303,채소류,4.0,상품,10개,3911.0,제주,390001.0,동문,12000.0
20170303,채소류,4.0,상품,10개,3911.0,제주,390401.0,C-유통,11200.0
20170303,채소류,4.0,상품,10개,1101.0,서울,110212.0,경동,7330.0
20170303,채소류,4.0,상품,10개,1101.0,서울,110213.0,복조리,7740.0
20170303,채소류,4.0,상품,10개,1101.0,서울,110401.0,E-유통,9930.0
20170303,채소류,4.0,상품,10개,1101.0,서울,110402.0,A-유통,9970.0
20170303,채소류,4.0,상품,10개,1101.0,서울,110403.0,C-유통,8960.0
20170303,채소류,4.0,상품,10개,1101.0,서울,110406.0,B-유통,9950.0
20170303,채소류,4.0,상품,10개,1101.0,서울,110408.0,F-유통,12800.0
20170303,채소류,4.0,상품,10개,2100.0,부산,210022.0,부전,9000.0
20170303,채소류,4.0,상품,10개,2100.0,부산,210401.0,A-유통,9970.0
20170303,채소류,4.0,상품,10개,2100.0,부산,210402.0,D-유통,7800.0
20170303,채소류,4.0,상품,10개,2200.0,대구,220024.0,칠성,7000.0
20170303,채소류,4.0,상품,10개,2200.0,대구,220401.0,C-유통,8960.0
20170303,채소류,4.0,상품,10개,2200.0,대구,220403.0,A-유통,9970.0
20170303,채소류,4.0,상품,10개,2300.0,인천,230036.0,현대,7330.0
20170303,채소류,4.0,상품,10개,2300.0,인천,230401.0,E-유통,9930.0
20170303,채소류,4.0,상품,10개,2401.0,광주,240401.0,A-유통,9970.0
20170303,채소류,4.0,상품,10개,2401.0,광주,240403.0,C-유통,8960.0
20170303,채소류,4.0,상품,10개,2501.0,대전,250112.0,역전,7700.0
20170303,채소류,4.0,상품,10개,2501.0,대전,250401.0,C-유통,8960.0
20170303,채소류,4.0,상품,10개,2501.0,대전,250402.0,E-유통,12800.0
20170303,채소류,4.0,상품,10개,2601.0,울산,260401.0,A-유통,9970.0
20170303,채소류,4.0,상품,10개,2701.0,세종,270101.0,C-유통,8960.0
20170303,채소류,4.0,상품,10개,3111.0,수원,310001.0,지동,7000.0
20170303,채소류,4.0,상품,10개,3111.0,수원,310402.0,B-유통,9930.0
20170303,채소류,4.0,상품,10개,3113.0,의정부,312401.0,A-유통,7130.0
20170303,채소류,4.0,상품,10개,3211.0,춘천,320001.0,중앙,8200.0
20170303,채소류,4.0,상품,10개,3211.0,춘천,320401.0,E-유통,9930.0
20170303,채소류,4.0,상품,10개,3214.0,강릉,321401.0,중앙,9440.0
20170303,채소류,4.0,상품,10개,3214.0,강릉,321411.0,A-유통,9970.0
20170303,채소류,4.0,상품,10개,3311.0,청주,330001.0,육거리,8880.0
20170303,채소류,4.0,상품,10개,3311.0,청주,330401.0,B-유통,5560.0
20170303,채소류,4.0,상품,10개,3511.0,전주,350401.0,C-유통,8960.0
20170303,채소류,4.0,상품,10개,3613.0,순천,360401.0,A-유통,7130.0
20170303,채소류,4.0,상품,10개,3711.0,포항,370001.0,죽도,8330.0
20170303,채소류,4.0,상품,10개,3711.0,포항,370401.0,E-유통,12800.0
20170303,채소류,4.0,상품,10개,3714.0,안동,372401.0,C-유통,8960.0
20170303,채소류,4.0,상품,10개,3814.0,창원,380001.0,상남,9000.0
20170303,채소류,4.0,상품,10개,3814.0,창원,380402.0,C-유통,5800.0
20170303,채소류,4.0,상품,10개,3911.0,제주,390001.0,동문,11300.0
20170303,채소류,4.0,상품,10개,3911.0,제주,390401.0,C-유통,11200.0
20170303,채소류,5.0,중품,10개,1101.0,서울,110212.0,경동,5330.0
20170303,채소류,5.0,중품,10개,1101.0,서울,110213.0,복조리,6660.0
20170303,채소류,5.0,중품,10개,2200.0,대구,220024.0,칠성,6000.0
20170303,채소류,5.0,중품,10개,2300.0,인천,230036.0,현대,5330.0
20170303,채소류,5.0,중품,10개,2501.0,대전,250112.0,역전,6700.0
20170303,채소류,5.0,중품,10개,3111.0,수원,310001.0,지동,5000.0
20170303,채소류,5.0,중품,10개,3211.0,춘천,320001.0,중앙,6000.0
20170303,채소류,5.0,중품,10개,3311.0,청주,330001.0,육거리,6000.0
20170303,채소류,4.0,상품,10개,1101.0,서울,110212.0,경동,12000.0
20170303,채소류,4.0,상품,10개,1101.0,서울,110401.0,E-유통,12450.0
20170303,채소류,4.0,상품,10개,1101.0,서울,110402.0,A-유통,9980.0
20170303,채소류,4.0,상품,10개,1101.0,서울,110403.0,C-유통,12400.0
20170303,채소류,4.0,상품,10개,1101.0,서울,110406.0,B-유통,12600.0
20170303,채소류,4.0,상품,10개,1101.0,서울,110408.0,F-유통,12450.0
20170303,채소류,4.0,상품,10개,2200.0,대구,220401.0,C-유통,11200.0
20170303,채소류,4.0,상품,10개,2300.0,인천,230401.0,E-유통,12450.0
20170303,채소류,4.0,상품,10개,2401.0,광주,240121.0,양동,10000.0
20170303,채소류,4.0,상품,10개,2401.0,광주,240401.0,A-유통,9980.0
20170303,채소류,4.0,상품,10개,2401.0,광주,240403.0,C-유통,11200.0
20170303,채소류,4.0,상품,10개,2501.0,대전,250401.0,C-유통,12400.0
20170303,채소류,4.0,상품,10개,2501.0,대전,250402.0,E-유통,12450.0
20170303,채소류,4.0,상품,10개,2701.0,세종,270101.0,C-유통,12400.0
20170303,채소류,4.0,상품,10개,3111.0,수원,310402.0,B-유통,12500.0
20170303,채소류,4.0,상품,10개,3113.0,의정부,312401.0,A-유통,9980.0
20170303,채소류,4.0,상품,10개,3211.0,춘천,320401.0,E-유통,12450.0
20170303,채소류,4.0,상품,10개,3214.0,강릉,321411.0,A-유통,13300.0
20170303,채소류,4.0,상품,10개,3311.0,청주,330401.0,B-유통,10960.0
20170303,채소류,4.0,상품,10개,3511.0,전주,350001.0,남부,9660.0
20170303,채소류,4.0,상품,10개,3511.0,전주,350401.0,C-유통,12400.0
20170303,채소류,4.0,상품,10개,3613.0,순천,360401.0,A-유통,9980.0
20170303,채소류,4.0,상품,10개,3613.0,순천,360402.0,역전,10000.0
20170303,채소류,4.0,상품,10개,3911.0,제주,390401.0,C-유통,12400.0
20170304,채소류,4.0,상품,10개,1101.0,서울,110402.0,A-유통,9980.0
20170304,채소류,4.0,상품,10개,1101.0,서울,110403.0,C-유통,11200.0
20170304,채소류,4.0,상품,10개,2100.0,부산,210022.0,부전,8000.0
20170304,채소류,4.0,상품,10개,2100.0,부산,210401.0,A-유통,9980.0
20170304,채소류,4.0,상품,10개,2100.0,부산,210402.0,D-유통,11800.0
20170304,채소류,4.0,상품,10개,2200.0,대구,220024.0,칠성,11600.0
20170304,채소류,4.0,상품,10개,2200.0,대구,220401.0,C-유통,11200.0
20170304,채소류,4.0,상품,10개,2200.0,대구,220403.0,A-유통,9980.0
20170304,채소류,4.0,상품,10개,2401.0,광주,240403.0,C-유통,11200.0
20170304,채소류,4.0,상품,10개,2601.0,울산,260001.0,신정,10000.0
20170304,채소류,4.0,상품,10개,2601.0,울산,260401.0,A-유통,9980.0
20170304,채소류,4.0,상품,10개,2701.0,세종,270101.0,C-유통,11200.0
20170304,채소류,4.0,상품,10개,3113.0,의정부,312401.0,A-유통,9980.0
20170304,채소류,4.0,상품,10개,3214.0,강릉,321411.0,A-유통,9980.0
20170304,채소류,4.0,상품,10개,3711.0,포항,370001.0,죽도,9000.0
20170304,채소류,4.0,상품,10개,3711.0,포항,370401.0,E-유통,14800.0
20170304,채소류,4.0,상품,10개,3714.0,안동,372401.0,C-유통,11200.0
20170304,채소류,4.0,상품,10개,3814.0,창원,380001.0,상남,10000.0
20170304,채소류,4.0,상품,10개,3814.0,창원,380402.0,C-유통,11200.0
20170304,채소류,4.0,상품,10개,3911.0,제주,390001.0,동문,12000.0
20170304,채소류,4.0,상품,10개,3911.0,제주,390401.0,C-유통,11200.0
20170304,채소류,4.0,상품,10개,1101.0,서울,110212.0,경동,7330.0
20170304,채소류,4.0,상품,10개,1101.0,서울,110213.0,복조리,7740.0
20170304,채소류,4.0,상품,10개,1101.0,서울,110401.0,E-유통,9930.0
20170304,채소류,4.0,상품,10개,1101.0,서울,110402.0,A-유통,9970.0
20170304,채소류,4.0,상품,10개,1101.0,서울,110403.0,C-유통,8960.0
20170304,채소류,4.0,상품,10개,1101.0,서울,110406.0,B-유통,9950.0
20170304,채소류,4.0,상품,10개,1101.0,서울,110408.0,F-유통,12800.0
20170304,채소류,4.0,상품,10개,2100.0,부산,210022.0,부전,8000.0
20170304,채소류,4.0,상품,10개,2100.0,부산,210401.0,A-유통,9970.0
20170304,채소류,4.0,상품,10개,2100.0,부산,210402.0,D-유통,7800.0
20170304,채소류,4.0,상품,10개,2200.0,대구,220024.0,칠성,7000.0
20170304,채소류,4.0,상품,10개,2200.0,대구,220401.0,C-유통,8960.0
20170304,채소류,4.0,상품,10개,2200.0,대구,220403.0,A-유통,9970.0
20170304,채소류,4.0,상품,10개,2300.0,인천,230036.0,현대,7330.0
20170304,채소류,4.0,상품,10개,2300.0,인천,230401.0,E-유통,9930.0
20170304,채소류,4.0,상품,10개,2401.0,광주,240401.0,A-유통,9970.0
20170304,채소류,4.0,상품,10개,2401.0,광주,240403.0,C-유통,8960.0
20170304,채소류,4.0,상품,10개,2501.0,대전,250112.0,역전,7700.0
20170304,채소류,4.0,상품,10개,2501.0,대전,250401.0,C-유통,8960.0
20170304,채소류,4.0,상품,10개,2501.0,대전,250402.0,E-유통,12800.0
20170304,채소류,4.0,상품,10개,2601.0,울산,260401.0,A-유통,9970.0
20170304,채소류,4.0,상품,10개,2701.0,세종,270101.0,C-유통,8960.0
20170304,채소류,4.0,상품,10개,3111.0,수원,310001.0,지동,7000.0
20170304,채소류,4.0,상품,10개,3111.0,수원,310402.0,B-유통,9930.0
20170304,채소류,4.0,상품,10개,3113.0,의정부,312401.0,A-유통,7130.0
20170304,채소류,4.0,상품,10개,3211.0,춘천,320001.0,중앙,8760.0
20170304,채소류,4.0,상품,10개,3211.0,춘천,320401.0,E-유통,9930.0
20170304,채소류,4.0,상품,10개,3214.0,강릉,321401.0,중앙,9440.0
20170304,채소류,4.0,상품,10개,3214.0,강릉,321411.0,A-유통,9970.0
20170304,채소류,4.0,상품,10개,3311.0,청주,330001.0,육거리,9440.0
20170304,채소류,4.0,상품,10개,3311.0,청주,330401.0,B-유통,9960.0
20170304,채소류,4.0,상품,10개,3511.0,전주,350401.0,C-유통,8960.0
20170304,채소류,4.0,상품,10개,3613.0,순천,360401.0,A-유통,7130.0
20170304,채소류,4.0,상품,10개,3711.0,포항,370001.0,죽도,8330.0
20170304,채소류,4.0,상품,10개,3711.0,포항,370401.0,E-유통,12800.0
20170304,채소류,4.0,상품,10개,3714.0,안동,372401.0,C-유통,8960.0
20170304,채소류,4.0,상품,10개,3814.0,창원,380001.0,상남,8330.0
20170304,채소류,4.0,상품,10개,3814.0,창원,380402.0,C-유통,8960.0
20170304,채소류,4.0,상품,10개,3911.0,제주,390001.0,동문,11300.0
20170304,채소류,4.0,상품,10개,3911.0,제주,390401.0,C-유통,11200.0
20170304,채소류,5.0,중품,10개,1101.0,서울,110212.0,경동,5330.0
20170304,채소류,5.0,중품,10개,1101.0,서울,110213.0,복조리,6660.0
